"id","materia","prova","ano","enunciado","visibilidade_id"
"11","Matemática","Enem","2022","<p>Uma loja comercializa cinco modelos de Caixas-d'água (I, II, III, IV e V), todos em formato de cilindro reto de base circular. Os modelos Il, III, IV e V têm as especificações de suas dimensões dadas em telação às dimensões do modelo I, cuja profundidade é P e área da base é Ab, como segue:</p>
<ul>
<li>modelo II: o dobro da profundidade e a metade da área da base do modelo I; </li>
<li>modelo III: o dobro da profundidade e a metade do raio da base do modelo I; </li>
<li>modelo IV: a metade da profundidade e o dobro da área da base do modelo I;</li>
<li>modelo V: a metade da profundidade e o dobro do raio da base do modelo I. </li>
</ul>
<p>Uma pessoa pretende comprar nessa loja o modelo de caixa-d'água que ofereça a maior capacidade volumétrica.</p>
<p>O modelo escolhido deve ser o</p>","3"
"12","Matemática","Enem","2022","<p>Uma pessoa precisa se deslocar de automóvel do ponto P para o ponto Q, indicados na figura, na qual as linhas verticais e horizontais simbolizam ruas.   </p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/12/nY3qn77luopBTDHAHDhIeuQp95gJQyRT317XlQ72.png""></p>
<p>Por causa do sentido de tráfego nessas ruas, o caminho poligonal destacado é a possibilidade mais curta de efetuar esse deslocamento. Para descrevê-lo, deve-se especificar qual o sentido a ser tomado em cada cruzamento de ruas, em relação à direção de deslocamento do automóvel, que se movimentará continuamente. Para isso, empregam-se as letras E, F e D para indicar “vire à esquerda”, “siga em frente” e “vire à direita”, respectivamente.</p>
<p>A sequência de letras que descreve o caminho poligonal destacado é</p>","3"
"13","Matemática","Enem","2022","<p>Uma equipe de marketing digital foi contratada para aumentar as vendas de um produto ofertado em um site de comércio eletrônico. Para isso, elaborou um anúncio que, quando o cliente clica sobre ele, é direcionado para a página de vendas do produto. Esse anúncio foi divulgado em duas redes sociais, A e B, e foram obtidos Os seguintes resultados:</p>
<p>• rede social A: o anúncio foi visualizado por 3 000 pessoas; 10% delas clicaram sobre o anúncio e foram redirecionadas para o site; 3% das que clicaram sobre o anúncio compraram o produto. O investimento feito para a publicação do anúncio nessa rede foi de R$ 100,00;</p>
<p>• rede social B: o anúncio foi visualizado por 1.000 pessoas; 30% delas clicaram sobre o anúncio e foram redirecionadas para o site; 2% das que clicaram sobre o anúncio compraram o produto. O investimento feito para a publicação do anúncio nessa rede foi de R$ 200,00.</p>
<p>Por experiência, o pessoal da equipe de marketing considera que a quantidade de novas pessoas que verão o anúncio é diretamente proporcional ao investimento realizado, e que a quantidade de pessoas que comprarão o produto também se manterá proporcional à quantidade de pessoas que clicarão sobre o anúncio.</p>
<p>O responsável pelo produto decidiu, então, investir mais R$ 300,00 em cada uma das duas redes sociais para a divulgação desse anúncio e obteve, de fato, o aumento proporcional esperado na quantidade de clientes que compraram esse produto. Para classificar o aumento obtido na quantidade (Q) de compradores desse produto, em consequência dessa segunda divulgação, em relação aos resultados observados na primeira divulgação, o responsável pelo produto adotou o seguinte critério:</p>
<ul>
<li>Q ≤ 60%: não satisfatório; </li>
<li>60% < Q ≤ 100%: regular; </li>
<li>100% < Q ≤ 150%: bom: </li>
<li>150% < Q ≤ 190%: muito bom; </li>
<li>190% < Q ≤ 200%: excelente. </li>
</ul>
<p>O aumento na quantidade de compradores, em consequência dessa segunda divulgação, em relação ao que foi registrado com a primeira divulgação, foi classificado como</p>","3"
"14","Matemática","Enem","2022","<p>Um parque tem dois circuitos de tamanhos diferentes para corridas. Um corredor treina nesse parque e, no primeiro dia, inicia seu treino percorrendo 3 voltas em torno do circuito maior e 2 voltas em torno do menor, perfazendo um total de 1 800 m. Em seguida, dando continuidade a seu treino, corre mais 2 voltas em torno do circuito maior e 1 volta em torno do menor, percorrendo mais 1 100 m. </p>
<p>No segundo dia, ele pretende percorrer 5 000 m nos circuitos do parque, fazendo um número inteiro de voltas em torno deles e de modo que o número de voltas seja o maior possível.</p>
<p>A soma do número de voltas em tomo dos dois circuitos, no segundo dia, será</p>","3"
"15","Matemática","Enem","2022","<p>O pacote básico de um jogo para smartphone, que é vendido a R\$ 50,00, contém 2 000 gemas e 100 000 moedas de ouro, que são itens utilizáveis nesse jogo.</p>
<p>A empresa que comercializa esse jogo decidiu criar um pacote especial que será vendido a R\$ 100,00 e que se diferenciará do pacote básico por apresentar maiores quantidades de gemas e moedas de ouro. Para estimular as vendas desse novo pacote, a empresa decidiu inserir nele 6 000 gemas a mais, em relação ao que o cliente teria caso optasse por comprar, com a mesma quantia, dois pacotes básicos.</p>
<p>A quantidade de moedas de ouro que a empresa deverá inserir ao pacote especial, para que seja mantida a mesma proporção existente entre as quantidades de gemas e de moedas de ouro contidas no pacote básico, é</p>","3"
"16","Matemática","Enem","2022","<p>Uma loja de roupas fixou uma meta de vendas de 77 000 reais para um determinado mês de 30 dias. O gráfico mostra o volume de vendas dessa loja, em real, nos dez primeiros dias do mês e entre o dia dez e o dia vinte desse mês, nos seus dois únicos setores (infantil e adulto). Suponha que a variação no volume de vendas, para o período registrado, tenha se dado de forma linear, como mostrado no gráfico, e que essa tendência se mantenha a mesma para os próximos dez dias. </p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/16/WlxY4nACIDmse2tatnc47Rv8jBMy4PgMDaUkhQVe.png""></p>
<p>Ao final do trigésimo dia, quanto faltará no volume de vendas, em real, para que a meta fixada para o mês seja alcançada?</p>","3"
"17","Matemática","Enem","2022","<p>Uma empresa de engenharia projetou uma casa com a forma de um retângulo para um de seus clientes. Esse cliente solicitou a inclusão de uma varanda em forma de L. A figura apresenta a planta baixa desenhada pela empresa, já com a varanda incluída, cujas medidas, indicadas em centímetro, representam os valores das dimensões da varanda na escala de 1 : 50.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/17/FXcMe0TuHfxilsZl1QxihV0Mt5E47edkpP7Gjayx.png""></p>
<p>A medida real da área da varanda, em metro quadrado, é</p>","3"
"18","Matemática","Enem","2022","<p>Um robô, que tem um imã em sua base, se desloca sobre a superfície externa de um cubo metálico, ao longo de segmentos de reta cujas extremidades são pontos médios de arestas  e centros de faces. Ele inicia seu deslocamento no ponto P, centro da face superior do cubo, segue para o centro da próxima face, converte à esquerda e segue para o centro da face seguinte, converte à direita e continua sua movimentação, sempre altemando entre conversões à esquerda e à direita quando alcança o centro de uma face. O robô só termina sua movimentação quando retorna ao ponto P. A figura apresenta os deslocamentos iniciais desse robô. </p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/18/smnO2V6Yues43VS3XUjqTc9vJeV5SN57RRhkqvIH.png""></p>
<p>A projeção ortogonal do trajeto descrito por esse robô sobre o plano da base, após terminada sua movimentação, visualizada da posição em que se está enxergando esse cubo, é</p>","3"
"19","Matemática","Enem","2022","<p>Cada número que identifica uma agência bancária tem quatro dígitos: N<sub>1</sub>, N<sub>2</sub>, N<sub>3</sub>, N<sub>4</sub>, mais um digito verificador N<sub>5</sub>.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/19/JCDYyT21mtZT92rgU4Fg6JW4A9idoWLKQwclJzxl.png""></p>
<p>Todos esses dígitos são números naturais pertencentes ao conjunto (0,1,2,3,4,5,6,7,8,9). Para a determinação de N<sub>5</sub>, primeiramente multiplica-se ordenadamente os quatro primeiros dígitos do número da agência por 5, 4, 3 e 2, respectivamente, somam-se os resultados e obtém-se S = 5N<sub>1</sub> + 4N<sub>2</sub> + 3N<sub>3</sub> + 2N<sub>4</sub>.</p>
<p>Posteriormente, encontra-se o resto da divisão de S por 11, denotando por R esse resto. Dessa forma, N<sub>5</sub> é a diferença 11 - R.</p>
<p>Considere o número de uma agência bancária cujos quatro primeiros dígitos são 0100.</p>
<p>Qual é o dígito verificador N<sub>5</sub> dessa agência bancária?</p>","3"
"20","Matemática","Enem","2022","<p>Dentre  as diversas planificações possíveis para o cubo, uma delas é a que se encontra apresentada na Figura 1.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/20/LVmvbmSSeDTNSi9BbBjFUfrPeXWJNhzOfB6zmsQ2.png""></p>
<p>Em um cubo, foram pintados, em três de suas faces, quadrados de cor cinza escura, que ocupam um quarto dessas faces, tendo esses três quadrados um vértice em comum, conforme ilustrado na Figura 2.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/20/913xQGZGjaWz8qFGmHR5Mg2419tMZNIq9ngnz0th.png""></p>
<p>A planificação do cubo da Figura 2, conforme o tipo de planificação apresentada na Figura 1, é</p>","3"
"21","Matemática","Enem","2022","<p>Uma montadora de automóveis divulgou que oferta a seus clientes mais de 1 000 configurações diferentes de carro, variando o modelo, a motorização, Os opcionais e a cor do veiculo. Atualmente, ela oferece 7 modelos de carros com 2 tipos de motores: 1.0 e 1.6. Já em relação aos opcionais, existem 3 escolhas possíveis: central multimídia, rodas de liga leve e bancos de couro, podendo o cliente optar por incluir um, dois, três ou nenhum dos opcionais disponíveis.</p>
<p>Para ser fiel à divulgação feita, a quantidade mínima de cores que a montadora deverá disponibilizar a seus clientes é</p>","3"
"22","Matemática","Enem","2022","<p>O gráfico apresenta os totais de receitas e despesas de uma empresa, expressos em milhão de reais, no decorrer dos meses de um determinado ano. A empresa obtém lucro quando a diferença entre receita e despesa é Positiva e tem prejuízo quando essa diferença é negativa.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/22/PilH38vlSJBPPCz8rBaiOIjNStG01XDo5qU5Y4YD.png""></p>
<p>Qual é a mediana, em milhão de reais, dos valores dos lucros apurados pela empresa nesse ano?</p>","3"
"23","Matemática","Enem","2022","<p>A <em>World Seres</em> é a decisão do campeonato norte-americano de beisebol. Os dois times que chegam essa fase jogam, entre si, até sete partidas. O primeiro desses times que completar quatro vitórias é declarado Campeão.</p>
<p>Considere que, em todas as partidas, a probabilidade de qualquer um dos dois times vencer é sempre $\dfrac{1}{2}$. </p>
<p>Qual é a probabilidade de o time campeão ser aquele que venceu a primeira partida da <em>World Series</em>?</p>","3"
"24","Matemática","Enem","2022","<p>Uma máquina em operação tem sua temperatura T monitorada por meio de um registro gráfico, ao longo do tempo t. Essa máquina possui um pistão cuja velocidade V varia com a temperatura T da máquina, de acordo com à expressão V = T<sup>2</sup> - 4. Após a máquina funcionar durante o intervalo de tempo de 10 horas, o seu operador analisa o registro gráfico, apresentado na figura, para avaliar à necessidade de eventuais ajustes, sabendo que a máquina apresenta falhas de funcionamento quando a velocidade do pistão se anula.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/24/lgCChcvRJAJ4iuXBhB9kYCgzzijW1eYByuY1lS58.png""></p>
<p>Quantas vezes a velocidade do pistão se anulou durante as 10 horas de funcionamento?</p>","3"
"25","Matemática","Enem","2022","<p>Em jogos de voleibol, um saque é invalidado se a bola atingir o teto do ginásio onde ocorre o jogo. Um jogador de uma equipe tem um saque que atinge uma grande altura. Seu recorde foi quando a batida do saque se iniciou a uma altura de 1,5 m do piso da quadra, e a trajetória da  bola foi descrita pela parábola $y = - \frac{x^2}{6} - \frac{7x}{3} + 12$ em que y representa a altura da bola em relação ao eixo x (das abscissas) que está localizado a 1,5 m do piso da quadra, como representado na figura. Suponha que em todas as partidas algum saque desse jogador atinja a mesma altura do seu recorde.</p>
<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""/storage/attachments/questoes/25/5dfKhXfyJbfFAxOc3QqXxxfUnJViDfLxIUhLPWXZ.png""></p>
<p>A equipe desse jogador participou de um torneio de voleibol no qual jogou cinco partidas, cada uma delas em um ginásio diferente. As alturas dos tetos desses ginásios, em relação aos pisos das quadras, são:</p>
<ul>
<li>ginásio I: 17 m; </li>
<li>ginásio II: 18 m; </li>
<li>ginásio III: 19 m; </li>
<li>ginásio IV: 21 m; </li>
<li>ginásio V: 40 m. </li>
</ul>
<p>O saque desse atleta foi invalidado</p>","3"
"26","Matemática","Enem","2022","<p>Uma das informações que pode auxiliar no dimensionamento do número de pediatras que devem atender em uma Unidade Básica de Saúde (UBS) é o número que representa a mediana da quantidade de crianças por família existente na região sob sua responsabilidade. O quadro mostra a distribuição das frequências do número de crianças por família na região de responsabilidade de uma UBS. </p>
<table style=""border-collapse: collapse; width: 100%; border-width: 1px; border-color: rgb(0, 0, 0); height: 179.125px;"" border=""1""><colgroup><col style=""width: 49.9272%;""><col style=""width: 49.9272%;""></colgroup>
<tbody>
<tr style=""height: 44.7812px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); background-color: rgb(206, 212, 217); height: 44.7812px;""><strong>Número de crianças</strong><br><strong>por família</strong></td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); background-color: rgb(206, 212, 217); height: 44.7812px;""><strong>Frequência</strong></td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">0</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">100</td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">1</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">400</td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">2</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">200</td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">3</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">150</td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">4</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">100</td>
</tr>
<tr style=""height: 22.3906px;"">
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">5</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); height: 22.3906px;"">50</td>
</tr>
</tbody>
</table>
<p>O número que representa a mediana da quantidade de crianças por família nessa região é</p>","3"
"27","Matemática","Enem","2022","<p>A luminosidade L de uma estrela está relacionada com o raio R e com a temperatura T dessa estrela segundo a Lei de Stefan-Boltzmann: $L= c \cdot R^2 \cdot T^4$, em que <em>c</em> é uma constante igual para todas as estrelas.</p>
<p style=""text-align: right;""><span style=""font-size: 8pt;"">Disponível em: hitp://iciencia hsw.uol.com br. Acesso em: 22 nov. 2013 (adaptado).</span></p>
<p>Considere duas estrelas <em>E</em> e <em>F</em>, sendo que a estrela <em>E</em> tem metade do raio da estrela<em> F</em> e o dobro da temperatura de <em>F</em>.</p>
<p>Indique por <em>L<sub>E</sub></em>, e <em>L<sub>F</sub></em>, suas respectivas luminosidades. A relação entre as luminosidades dessas duas estrelas é dada por</p>","3"
"28","Matemática","Enem","2022","<p>Peças metálicas de aeronaves abandonadas em aeroportos serão recicladas. Uma dessas peças é maciça e tem o formato cilíndrico, com a medida do raio da base igual a 4 cm e a da altura igual a 50 cm. Ela será derretida, e o volume de metal resultante será utilizado para a fabricação de esferas maciças com diâmetro de 1 cm, a serem usadas para confeccionar rolamentos. Para estimar a quantidade de esferas que poderão ser produzidas a partir de cada uma das peças cilíndricas, admite-se que não ocorre perda de material durante processo de derretimento.</p>
<p>Quantas dessas esferas poderão ser obtidas a partir de cada peça cilíndrica?</p>","3"
"29","Matemática","Enem","2022","<p>Uma instituição de ensino superior ofereceu vagas em um processo seletivo de acesso a seus cursos. Finalizadas as inscrições, foi divulgada a relação do número de candidatos por vaga em cada um dos cursos oferecidos. Esses dados são apresentados no quadro.</p>
<table style=""border-collapse: collapse; width: 100%; border-width: 1px; border-color: #000000;"" border=""1""><colgroup><col style=""width: 33.3333%;""><col style=""width: 33.3333%;""><col style=""width: 33.3333%;""></colgroup>
<tbody>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); background-color: rgb(206, 212, 217);""><strong>Curso</strong></td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); background-color: rgb(206, 212, 217);""><strong>Número de vagas oferecidas</strong></td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0); background-color: rgb(206, 212, 217);""><strong>Número</strong><br><strong>de candidatos</strong><br><strong>por vaga</strong></td>
</tr>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">Administração</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">30</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">6</td>
</tr>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">Ciências Contábeis</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">40</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">6</td>
</tr>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">Engenharia Elétrica</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">50</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">7</td>
</tr>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">História</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">30</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">8</td>
</tr>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">Letras</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">25</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">4</td>
</tr>
<tr>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">Pedagogia</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">25</td>
<td style=""text-align: center; border-width: 1px; border-color: rgb(0, 0, 0);"">5</td>
</tr>
</tbody>
</table>
<p>Qual foi o número total de candidatos inscritos nesse processo seletivo?</p>","3"
"30","Matemática","Enem","2022","<p>Um casal planeja construir em sua chácara uma piscina com o formato de um paralelepípedo reto retângulo com capacidade para 90 000 L de água. O casal contratou uma empresa de construções que apresentou cinco projetos com diferentes combinações nas dimensões internas de profundidade, largura e comprimento. A piscina a ser construída terá revestimento interno em suas paredes e fundo com uma mesma cerâmica, e o casal irá escolher o projeto que exija a menor área de revestimento.</p>
<p>As dimensões internas de profundidade, largura e comprimento, respectivamente, para cada um dos projetos, são:</p>
<ul>
<li>Projeto I: 1,8m, 2,0 m e 25,0 m:</li>
<li>Projeto II: 2,0 m. 5,0 m e 9,0 m: </li>
<li>Projeto III: 1,0 m, 6,0 m e 15,0 m;</li>
<li>Projeto IV: 1,5 m, 15,0 m e 4,0 m;</li>
<li>Projeto V: 2,5 m, 3,0 m e 12,0 m.</li>
</ul>
<p>O projeto que o casal deverá escolher será</p>","3"
